embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19
-7.611664,1.9897625,-1.6134449,0.55534387,-0.22886868,-1.8373717,-3.4363656,1.3578064,0.7919524,3.9780447,-6.139362,-2.2091732,0.7290171,-2.2232783,6.9256663,0.6191203,1.9331298,-0.85053724,1.7713981,-1.1184709
-2.3152647,6.883112,-4.698511,3.1639557,-3.827563,0.4645017,0.19603534,2.2406678,-1.8297567,-5.439087,-3.507617,-7.892784,-3.0499253,2.8059664,3.638852,2.1738417,-0.34877065,-4.811934,0.05547294,0.506366
-2.187718,2.863261,-4.345766,3.001884,-3.5405364,0.62135,0.009131507,0.9186607,0.17727,-1.7184265,1.0456765,-3.581478,-2.8591783,0.4950669,3.0980783,1.84113,-0.3866266,-2.399676,1.1156654,0.7757258
-1.7088429,5.201222,-6.1811705,2.675591,-0.1967736,-2.1959033,2.7358022,0.84718364,-1.2593241,-2.7829812,0.30142447,-4.5638294,-5.084957,2.0449133,5.310274,0.8069927,-0.824492,-3.9396071,0.81813604,-0.35732937
-0.36153004,-0.35218936,-2.3291407,0.23770157,-0.79171145,0.34042838,-1.9212558,3.2615132,0.22702935,1.2728095,-0.64212924,-0.43779188,1.9069095,-0.091136724,2.2226684,0.671561,-1.7982751,-1.0717705,-1.4331516,-1.9376712
-0.41520214,-0.20571448,-2.1422322,0.6003642,-1.2026445,-0.20719832,-1.3189039,3.2020984,-0.48276466,1.2213472,-1.4914503,-0.8984868,2.028612,0.2988288,1.923198,0.34305817,-1.9134127,-1.3493929,-1.1644943,-0.76000094
-0.4431476,-0.45566586,-2.3439503,0.23666514,-0.9128471,0.5751795,-1.7915055,3.219614,0.15102972,1.1710844,-0.7223038,-0.36267146,2.03964,0.25509006,2.2507555,0.77320015,-1.9441065,-1.2701436,-1.4081775,-1.8282496
-0.69806445,1.0205994,-2.523778,0.46684188,-1.3919454,1.8152663,0.29397088,1.971002,-2.6648061,-1.9368851,-3.1022499,-1.143526,0.07372986,0.57346326,5.2354264,-0.7998605,-0.4565368,2.1827369,0.6058132,-1.4921324
0.7520424,0.16115953,-1.3443599,1.4367975,-1.009351,3.661361,-2.1334589,4.9244614,-2.974967,-2.0443873,-2.3824322,-1.0842338,0.84638244,-1.5958976,4.7611346,0.7943209,0.15965477,1.2603807,0.11818425,-2.067961
0.7676821,-0.22958416,-1.117311,1.4694647,-1.1603959,3.48832,-1.857615,4.912682,-2.7900145,-2.2332387,-2.3675137,-1.4782944,0.78549594,-1.6841989,4.553716,0.9640622,0.29659185,1.5047415,0.08254894,-1.9969581
1.7603525,-0.5537567,-2.752316,3.2989705,-1.926586,-1.5534648,-0.023905156,-0.06600416,-3.6838133,2.0334673,-5.7394433,-4.9815993,1.7768404,0.5658719,3.1795638,-1.7621481,-1.5662471,-1.7852571,-0.029458499,-0.13650775
-2.6754053,-0.18421125,0.46666488,3.5893366,-2.3649838,-1.9351825,-2.104187,-1.0341942,-1.7563125,1.7647755,-6.1349983,-2.9222202,0.64187014,-0.5855672,4.694204,0.2317421,-0.2605317,-2.5061,-1.7358912,1.4100655
-2.8839345,-0.2897573,0.36547792,3.590516,-2.4666204,-1.981364,-1.9047378,-0.95269793,-1.3072436,1.7347213,-6.3092017,-2.851774,0.66867137,-0.3910497,4.725355,0.48511204,-0.31317273,-2.7458253,-1.9542017,1.5853304
1.9987235,0.95584464,-0.906943,3.0149996,-3.0655484,-0.998499,0.22455096,-0.367167,-0.39982465,2.3316493,-4.2050104,1.8946208,-0.4426918,-1.8736849,6.483435,1.4217145,-2.1171482,-1.9586995,-2.7863085,0.116149694
0.7796134,-0.67055583,-1.8530289,2.2814415,-3.1042936,-0.9908235,0.018613229,-0.8997001,-1.8240864,0.36986014,-3.458975,-0.10076988,-0.13527589,-1.6006441,4.7506633,-0.07743778,-4.655449,-3.2875214,-1.685835,0.15209684
1.7641045,0.62120986,-1.4316738,2.902829,-2.9663167,-0.5566582,0.17734925,-0.17955486,-0.5808237,1.801928,-4.510299,2.286177,0.05571615,-2.325096,6.5113397,1.6548716,-1.7704462,-2.2091544,-3.0181434,0.13851047
0.5280678,-2.278785,-3.2446942,5.51281,0.73566395,-1.1112676,-1.6203005,3.226855,1.1185936,-0.51362336,-6.3123517,-0.1857317,0.7567133,0.027295789,3.083199,0.7615878,-2.9636877,-2.7831821,-1.6676093,-1.5425184
1.7132311,-1.9286993,-2.1467679,4.4897842,1.3087859,-1.3530519,-0.73315775,3.254914,2.5675442,-0.9897367,-5.1020226,0.2781094,-0.88440305,0.02188424,3.7624996,2.2180498,-2.5556784,-3.454065,-2.8027997,-3.3402808
1.1192535,-2.089282,-1.0666252,4.619224,0.6743195,-2.230766,-0.64553034,2.2265046,3.2049425,-1.0641241,-5.0012403,0.27348635,-1.0993334,1.1218874,4.740503,2.986908,-2.8877747,-3.7808926,-4.0367346,-3.8550363
0.5698521,0.0328921,-4.0487537,2.8007102,0.21401912,-2.0652592,0.99127793,1.9499441,-2.3915644,2.5824106,-4.540475,-1.5634938,1.986148,1.6664354,1.9662907,1.7499065,-3.2574434,-2.5827959,-1.1112304,-1.5754783
0.6288118,1.3392843,-3.0883207,2.5050309,0.9341413,-2.1052742,0.18389003,3.0357165,-1.2544324,2.0646045,-3.3160567,-0.7855543,2.0305235,1.6760491,2.7636344,2.2499895,-2.3038185,-2.2817614,-1.3118466,-1.1974003
0.755989,1.2303586,-2.8139515,2.53393,0.58197474,-2.0802276,0.2519829,2.9749827,-1.5983261,2.1931589,-3.0442674,-0.8024451,1.9046559,2.062303,2.6859844,1.7232972,-2.4138706,-2.2519739,-1.3865879,-1.3813411
1.7216951,-2.157778,-6.762129,0.79385847,-3.8476436,0.31718627,-0.5690551,4.1870904,-2.2522829,-1.4862165,-6.2588825,4.0645785,5.3651657,-1.4660805,2.852111,-1.3074672,1.6708196,-1.1710533,-2.262781,-3.6073124
1.6342825,-1.117865,-5.1342025,1.1393952,-4.0962,-0.7768419,-0.7634557,2.3078866,-2.4031076,-1.9622725,-4.7293515,4.220097,3.6455545,-1.7975591,2.8056877,-0.413811,1.67599,-1.027773,-0.9752041,-2.1957965
0.59799516,-0.5726355,-5.2367263,1.6679074,-4.263804,0.24499038,-1.1176544,3.4702983,-2.0721033,-2.3858106,-4.4770875,3.9397686,3.3433173,-1.6999867,1.9133694,-0.2549465,0.41294557,-0.5023175,-1.1593747,-3.2432988
0.45285138,-1.3310297,-3.1374085,2.6155639,-0.056621343,0.65000707,-3.0351667,0.31790912,1.0257635,-0.3659125,-0.4677613,0.23656845,-0.73674047,-0.48857313,2.227363,2.08354,0.5674736,-1.7893206,-1.1316193,-0.36840987
2.2837367,-1.1020613,-3.8030314,5.1372514,0.8035291,-0.7394168,-4.152715,0.352168,-0.157183,-0.36541656,-2.988461,-0.6504875,-0.42487127,-2.316582,1.1841668,4.0502834,0.9745868,-0.100395925,-5.064179,-0.00586858
3.0974464,-2.4045851,-5.768852,4.725725,-0.0031090584,1.747115,-4.1077957,1.8290567,0.8316514,-1.106792,-1.0083357,1.9119424,-0.31730512,-3.182182,4.2001233,3.391952,0.114568986,-1.8502839,-2.9072952,2.0095716
-1.4016254,-2.953592,-5.899494,3.1333132,0.25715697,3.0528982,1.8242795,7.134301,-0.17801274,-1.6850232,2.5791616,-4.2769337,-4.9176235,0.73564017,1.5846153,3.468592,1.8579668,-0.6218795,0.19013321,-1.8634701
0.03792874,-2.848477,-2.7222946,3.872055,0.89602566,1.3442593,0.4740154,7.511238,0.01590711,-2.1872709,1.3340575,-1.568436,-1.9836334,0.014795289,2.0572984,1.5955575,-0.088425644,-1.0248998,0.22260794,-0.8685385
-0.6185237,-2.68831,-5.668532,6.1996665,-2.3331418,0.93780774,1.2515188,7.939972,0.42198312,-2.803343,2.6241436,-0.54908806,-4.276236,2.1576383,3.2433383,0.31694758,2.2498238,0.20616852,-0.8192218,-1.727908
0.15383977,3.2316458,-1.9287649,-1.5607706,-0.87875026,0.6968724,3.9906168,1.4325773,1.618326,0.36353374,-4.5637784,-4.222338,8.098012,-5.283406,5.2147613,4.9536176,-1.2867838,-5.548621,-1.5845985,-0.6909075
-0.34024262,-0.57912385,-2.5344257,-0.13778436,-2.6713655,-0.1788745,2.147829,0.23047908,-1.3096542,0.59502715,-3.2340891,-1.0425577,7.091968,-4.772232,3.2658122,3.3792982,-1.6372787,-3.2266686,0.29618603,-0.8657453
-1.710265,0.2590107,-4.2699256,-0.25749612,-2.1648405,-1.8316981,0.5297216,1.8017486,-1.4718748,-1.0681872,-5.0349526,-1.9645888,3.8540916,-1.7437557,3.273829,4.208231,-2.9400196,1.8131257,-0.9376309,-2.0503123
-3.4019222,-0.54122937,-6.337412,2.7886066,0.12565634,-0.9242719,-3.1454976,0.12425394,-5.736589,-2.8298743,-4.9156156,-1.2804317,0.27947176,-0.49624068,2.7283382,2.982352,-0.007790219,-2.8140316,2.7135594,1.7606536
-3.3493457,0.006004219,-6.7484746,2.8082068,-0.37899297,-1.1839318,-2.7644484,0.45893228,-6.5238967,-2.6900551,-5.8442535,-1.2739209,0.65789473,-0.6967633,2.248879,3.8604388,0.7167605,-2.4700868,3.1843672,2.3251734
0.35470122,-0.077713504,-5.0520983,2.836421,-3.7210102,-1.2226216,-2.2271535,1.6922904,-3.941224,1.7284064,-5.880924,0.8485665,0.14107612,-0.16409554,-0.79699427,1.2338063,1.3629994,-1.4081185,2.653516,1.0648978
1.7245855,2.8549669,-3.4555218,4.5099463,0.4492245,0.1370413,-3.6725323,2.6212523,-1.191209,0.20753872,-3.811681,0.3593867,-0.666677,2.6431296,4.092492,1.6438107,-0.940184,-1.6738718,1.9856708,0.21439594
-0.03764174,0.6333747,-2.75958,2.7243981,-0.2293721,-0.3635311,-2.4206502,0.8919405,0.021214914,1.6602664,-2.182266,-0.28092432,0.30808362,2.1097221,3.7212658,1.3500497,-0.5300197,-1.8224921,0.4127951,-0.44315583
-0.013509206,0.6958994,-3.0415084,2.7656984,0.16019289,-0.25257817,-2.253853,0.79604226,-0.08260156,1.9912775,-2.0556958,-0.80972004,0.6783392,1.8717517,3.519307,1.1225213,-0.6872204,-1.9709802,0.5160907,-0.6615846
-0.5717195,1.6782333,-2.382747,0.7474466,-0.17291419,-1.0395257,-1.4648658,1.0669103,0.096640676,2.225372,-2.9999013,1.3284798,-0.40665397,-1.3792543,3.8920846,-1.9695448,-0.6657538,-3.7873862,0.932918,-2.335293
-1.4914463,3.2306583,-3.9086902,1.8157021,0.3122627,-0.6134544,-1.9733568,0.04049565,0.07570464,4.368748,-4.8092914,1.5920856,-1.6723446,-1.3795578,5.275492,-1.3269868,-2.6793854,-4.404992,2.8149395,-4.890226
0.7399481,2.8547618,-1.8617648,1.1874859,-0.16147207,-1.3660564,-1.5197012,0.5505754,0.41771495,2.744883,-3.357185,0.8663434,-1.5763528,-1.7921567,5.367845,-1.9138603,-1.2914238,-3.6683326,2.137544,-4.017083
-7.424091,0.5847968,-3.296667,0.73676425,-2.7107904,-2.1318007,-5.4202714,-0.7368705,0.74292034,2.3507218,-7.1575723,-6.562271,-1.5413018,1.7737582,10.07147,-2.2159004,-0.4760689,-4.562165,4.5676093,-5.593547
-7.714834,0.5829601,-3.4381466,0.8282932,-2.5554736,-2.1998968,-5.263683,-0.79233366,0.77475125,2.2835088,-7.280903,-6.883567,-1.7696172,1.8664081,10.412429,-2.4826405,-0.009831419,-4.702348,4.5112734,-5.308759
-6.821818,0.4895324,-2.3129046,-0.33708188,-2.400796,-2.01157,-4.7982235,-1.4557254,0.9611112,3.182089,-5.060863,-5.433764,-2.7093635,1.4776305,8.697482,-1.4647973,0.19698237,-3.5856483,2.3301334,-4.9650097
0.12224756,-3.6755798,-1.7318147,3.4769368,-2.6744447,0.028080046,-0.92002356,-1.5822055,-1.0722543,-1.0193362,-4.4427934,-1.3889486,-0.4719849,-0.053183414,1.2067947,-0.9928995,-0.40310156,-4.3179984,-2.8872356,-1.4091635
2.5996792,-4.619926,-0.97149277,2.7762225,-1.8884141,0.20420936,-1.8028369,-0.68817776,-1.008435,-0.968901,-6.9087048,-1.6136761,1.1518705,-0.5775376,2.167472,0.06554553,-0.74127865,-3.4523597,0.21384661,-0.6037608
-0.0692248,-2.6381967,-0.48681325,1.5835174,0.3675439,1.3750318,-1.290847,-0.27351633,-1.3807074,-0.20865497,-4.6260204,-2.3443565,0.43570855,-1.8782706,2.085515,-1.59253,0.56579703,-2.6596947,-1.4214791,-1.8125398
-1.6445924,-1.3769593,-2.4841113,3.3450127,-0.080053695,-0.91930693,-1.0151958,1.2086425,-1.0184203,1.00548,-1.6472968,-1.6401918,1.4475809,1.016521,2.046815,1.9993201,-0.3464902,-0.09390071,1.457149,0.21497963
-1.4651672,-1.3800634,-4.306093,3.1703832,0.2307529,-1.5989919,-2.8695495,1.6019516,-0.8775505,3.8788812,-0.23034352,-1.3976898,3.535993,1.4451172,1.9544756,3.8404813,-0.5888248,-0.87498236,1.5229293,-2.3112657
-0.76578295,-0.17098387,-2.2059832,4.071879,2.0145755,-0.5798599,-1.9623665,1.7329364,-1.7927002,2.324436,-1.3506634,-0.78314775,1.8474166,1.669138,2.9941204,4.145789,0.38913664,-0.7093883,2.4705982,0.21768549
2.4945157,-1.205124,-2.2274318,2.653554,-2.5382206,-0.9579569,-0.70484525,-0.07983417,-1.692781,0.17054863,-3.0569246,-1.4599026,-1.059337,-1.094882,1.6856012,-1.4862098,-3.1713042,-4.237729,0.80787206,-1.8737146
2.3951974,0.8963906,-3.9513535,4.310921,-3.370062,-0.34296337,-0.61340797,0.13760377,-0.287241,-0.004860684,-3.3219435,-1.5387242,-1.1257887,-3.0352676,2.1846638,-3.0661297,-2.9130335,-4.662687,0.7450998,-1.7529243
1.6041105,2.6190438,-3.3881226,3.5226176,-3.4009955,-0.920065,-2.1858516,-1.1519595,-1.4790548,-0.4105081,-5.495754,-1.7449296,-2.2321103,-1.5181277,3.0468276,-2.7998736,-3.2052474,-6.644414,1.050849,-2.5015128
-0.50164664,2.5623312,-1.9044298,1.6063718,-1.7988416,3.5683362,-1.5173799,-0.79580003,-3.915065,2.8619194,-1.8100038,-0.9965945,-3.4161284,-2.5808198,5.293551,0.7052397,0.79632473,-0.45231533,4.091679,-3.3689997
-0.39128843,2.439983,-2.3184023,1.4747944,-2.0690775,3.1172867,-1.3259037,-0.63583547,-3.691563,2.518771,-1.4129013,-0.74658704,-3.069223,-2.2565637,4.7452035,0.08049491,0.46771866,-0.9382887,3.7289803,-3.5884876
-0.70510423,2.4498458,-1.7060556,1.7388335,-1.921314,3.60014,-1.4548986,-0.6824219,-4.0033264,2.6452687,-1.96636,-1.0433518,-3.2596006,-2.674762,5.107162,0.6244467,0.83583105,-0.39304972,4.05078,-3.4964135
-0.78649396,-0.1369506,-2.9260535,0.36983478,0.3717219,-0.30603766,-0.8958195,0.6637004,0.5858072,0.79458815,-2.128072,0.96628,-3.2651832,-1.7260417,3.582697,-1.4232565,-0.09661306,-1.9409429,0.3871015,-3.9957497
-1.6608976,0.466036,-2.2520175,2.5311804,2.3579729,-0.0026878086,-2.11596,1.5058045,1.8697557,0.6180988,-2.3000937,-0.5985119,-1.7531035,-0.67577326,5.310314,-3.1417284,1.2073668,-2.1483288,0.10153857,-4.635381
-1.4251499,0.5872874,-2.4360414,1.2718612,1.2317675,-0.005307691,-1.8859918,0.72905433,1.0623653,-0.05194859,-2.4684644,-0.46126676,-2.2230625,-1.0876259,4.4072204,-2.822978,2.2065904,-2.673196,0.42642006,-5.347392
1.059617,-2.0894434,-1.8859894,4.1140127,-0.8769353,-1.3192471,0.22359698,-0.22078857,-0.4465506,-0.34049198,-2.688496,-2.1934474,-0.20360593,-2.0836873,5.2261534,-1.9935246,-1.2608343,-3.52636,1.1602511,-0.9005487
1.6716222,-0.08493023,-2.8236473,5.7424035,-0.100755505,-0.99174213,1.6506284,-0.19252056,-0.634178,0.92806566,-4.358117,-3.1172292,1.0067602,-3.0994608,5.5233293,-3.7672365,-0.54871434,-4.585512,1.051224,-2.279861
0.2350558,-0.4612105,-1.3916854,3.9965677,-1.2922864,-1.0326324,-0.5930559,0.6924758,0.7359826,-0.04154816,-0.6659778,-1.6706716,0.6740624,-1.4023513,3.238756,-2.1951272,-0.91769105,-4.257276,0.3445315,-1.9894247
-0.8178932,1.3470024,-1.9906882,4.7945285,-0.89146113,-0.45873326,-2.317724,-0.407187,-2.25251,2.7624521,-3.6484344,-1.8389488,-0.24339828,2.0675,4.3649955,-5.1732707,0.22590314,-3.0774195,-0.8689692,-1.3470622
-1.1276612,1.7211244,-2.5860808,3.5808418,-2.4498134,-1.4241151,-2.8746765,1.4135106,0.19036537,1.0497532,-3.7706766,-0.9278345,0.35852528,1.9987769,2.5024118,-1.3680696,0.23808733,-1.361772,0.5923648,-0.32325876
-0.6143673,0.96766686,-1.869869,4.039631,-1.2760781,-0.81511545,-2.8273206,0.000317509,-1.1340517,2.5163372,-2.394251,-0.10705683,-0.65561664,3.02817,3.6987588,-2.3957865,-0.37802267,-2.6315227,0.35245273,-1.2817942
3.707583,-2.792527,-4.9885063,1.741671,0.31773776,-0.20939194,-2.0118687,1.7941208,-4.8672266,4.688302,-5.7495427,-2.2024062,-1.2899622,1.984196,2.053489,-2.6736774,-1.0228083,-4.1460805,-2.416813,0.7846819
2.6666284,-3.4815156,-6.7236977,2.9418776,-0.58309543,0.53929144,-0.61263585,1.2808177,-3.0634136,3.059064,-4.7284007,-0.5156014,-1.0084401,2.397835,3.460558,-2.065663,-0.26875633,-4.7927375,-5.263082,1.4917192
2.8209217,-3.562918,-4.944776,2.9244232,0.8221912,0.37228933,-1.9604923,2.034733,-5.395528,3.9786708,-5.36121,-1.3693619,-1.4380037,1.9782151,3.34911,-3.5235434,-1.3022597,-4.497476,-3.5588284,0.4639512
0.020325102,2.716531,-2.6032488,1.7975514,-0.7334097,-2.4006364,-1.3262805,0.47067064,-1.0838326,0.5127476,-3.971343,0.72865605,-0.20836158,-1.0292567,3.8687239,-1.2593575,-2.1063142,-3.857688,0.4066353,-1.5260104
-0.2375808,1.1595428,-3.9727755,2.205345,-0.07100982,-3.0749087,-1.5245382,0.29391563,-0.40802526,0.9739707,-3.6065435,-0.49868333,0.17372201,-2.0866709,4.595402,-0.23113105,-3.493678,-3.6625657,0.21781693,-1.1232044
0.20270938,1.2406058,-2.4761703,0.9823367,-0.5545959,-1.019133,-2.0224745,1.0449402,-1.1583016,0.16136001,-2.6076448,0.24628298,-1.2696052,-1.78833,3.7769372,-0.19559692,-1.8404982,-2.995421,0.2481268,-1.9707842
1.5247383,-1.0737853,-0.42854548,1.340216,-2.1403458,-1.702939,-1.7534989,-1.0213429,-1.1828628,-0.4841792,-3.284615,-1.4690704,-0.02310144,-1.3582268,2.0928688,-0.65332633,-0.8136519,-1.8386512,0.07111999,-3.0691922
1.2089314,1.2582555,-1.379734,2.5756953,-1.7031698,0.44183213,-2.259052,-1.4835815,-0.68544984,-1.1336392,-6.229035,-0.82890934,0.3732845,-2.8845968,2.3496442,0.018925251,-1.6169188,-2.9943106,-0.027203789,-2.9145694
