event_id,news_id,content,is_source,DOP,publisher,title,eventid,eventname,topic,sentence,words,sourceid,DLA,SLNS
SPTE001,SPTE001TGT005,"Yoga guru Baba Ramdev displayed his wrestling skills as he went head-to-head with 2008 Olympic silver medalist Andriy Stadnik in a promotional bout of the Patanjali Powervita Pro Wrestling League (PWL) here on Wednesday.
Sporting his typical saffron langot, Ramdev came out on top 12-0 over Stadnik, who is well remembered by Indian wrestling enthusiasts as he had defeated Indian star wrestler Sushil Kumar in the Beijing Olympics. As the Ukrainian reached the final, it gave Sushil an opportunity to play in repechage and win a bronze medal.
Ramdev walked onto the mat and, before the bout began, exhibited his firebrand yoga moves before proceeding to his friendly battle with Stadnik, 34, a former European champion.
Ramdev showed wrestling acumen as he pulled out the best of technical moves such as take-down, one-leg hold and pinning down.
Since it was a promotional bout, Stadnik responded by allowing Ramdev to have his way, as did the referees. After nearly two minutes, Standnik surrendered.
The bout took place during the second semi-final between Punjab Royals and Mumbai Maharathi. PWL is sponsored by Patanjali Ayurved Limited, owned by Ramdev.
Ramdev noted that people should do wrestling as it can help in stamina building.
He also felt that wrestling has the credentials to become world's most popular sport.
This was not the first time that Baba Ramdev has shown interest in friendly wrestling bouts. Last year, on the occasion of the 20th anniversary of their Ashram in Haridwar, Baba had challenged India's only individual two-time Olympic wrestling medallist and former world champion Sushil.
 ",False,00/00/0000,www.business-standard.com,,"
SPTE001",Baba Ramdev wrestling challenge,SPORTS,13,277,"SPTE001SRC001,SPTE001SRC002,SPTE001SRC003",Novel,65.38
SPTE001,SPTE001TGT009,"Baba Ramdev, , in a promotional bout of the Patanjali Powervita Pro Wrestling League (PWL) in New Delhi, displayed his wrestling skills as he went head-to-head with 2008 Olympic silver medalist Andriy Stadnik. Ramdev came out on top 12-0 over Stadnik. Stadink is well remembered by Indian wrestling enthusiasts as he had defeated Indian star wrestler Sushil Kumar in the Beijing Olympics. As the Ukrainian reached the final, it gave Sushil an opportunity to play in repechage and win a bronze medal. Reportedly, Baba Ramdev walked onto the mat and, before the bout began and exhibited his firebrand yoga moves before proceeding to his friendly battle with Stadnik. Since it was a promotional bout, Stadnik responded by allowing Ramdev to have his way, as did the referees. After nearly two minutes, he surrendered. This was not the first time that Baba Ramdev has shown interest in friendly wrestling bouts. Last year, on the occasion of the 20th anniversary of their Ashram in Haridwar, Baba had challenged India's only individual two-time Olympic wrestling medallist and former world champion Sushil. PWL is sponsored by",False,00/00/0000,www.businessinsider.in,,"
SPTE001",Baba Ramdev wrestling challenge,SPORTS,10,194,"SPTE001SRC001,SPTE001SRC002,SPTE001SRC003",Novel,62.50
SPTE001,SPTE001TGT018,"Baba Ramdev exhibited his yoga moves during the promotional bout before proceeding to his friendly battle with Andriy Stadnik, 34, a former European champion. Baba Ramdev took on Olympic medallist Andriy Stadnik in a PWL promotional bout on Wednesday. Baba Ramdev has already shown his prowess on the football field , this time the yoga guru showed off his wrestling skills as he went head-to-head against 2008 Olympic silver medallist Andriy Stadnik in a Patanjali Powervita Pro Wrestling League (PWL) promotional bout on Wednesday. Wrestling fans will remember Stadnik was the man who defeated Indian star Sushil Kumar in the Beijing Olympics. The Ukraninian reached the final thereby giving Sushil the chance to fight in the repechage round, where he went on to win the bronze medal. 
Ramdev, wearing a saffron langot, exhibited his yoga moves before proceeding to hand Stadnik a 12-0 loss. 
Ramdev showed wrestling acumen as he pulled out the best of technical moves such as take-down, one-leg hold and pinning down. 
Since it was a promotional bout, Stadnik responded by allowing Ramdev to have his way, as did the referees. After nearly two minutes, Standnik surrendered. 
The bout took place during the second semi-final between Punjab Royals and Mumbai Maharathi. PWL is sponsored by Patanjali Ayurved Limited, owned by Ramdev. 
Ramdev said that people should wrestle as it can help in stamina building. 
He also felt that wrestling has the credentials to become world's most popular sport. 
This was not the first time that Baba Ramdev has shown interest in friendly wrestling bouts. Last year, on the occasion of the 20th anniversary of their Ashram in Haridwar, Baba had challenged India's only individual two-time Olympic wrestling medallist and former world champion Sushil. 
In July last year, the yoga guru had grabbed a lot attention after participating in a charity football match with several Bollywood stars and Parliamentarians. 
Baba Ramdev was his usual energetic self - kicking the ball with his matching orange showes and ready for a tackle as players tried to dribble past him. 
",False,00/00/0000,sports.ndtv.com,,"
SPTE001",Baba Ramdev wrestling challenge,SPORTS,17,356,"SPTE001SRC001,SPTE001SRC002,SPTE001SRC003",Novel,70.59
SPTE001,SPTE001TGT004," Yoga guru Baba Ramdev displayed his wrestling skills as he went head-to-head with 2008 Olympic silver medalist Andriy Stadnik in a promotional bout of the Patanjali Powervita Pro Wrestling League (PWL) here on Wednesday. Sporting his typical saffron langot, Ramdev came out on top 12-0 over Stadnik, who is well remembered by Indian wrestling enthusiasts as he had defeated Indian star wrestler Sushil Kumar in the Beijing Olympics. As the Ukrainian reached the final, it gave Sushil an opportunity to play in repechage and win a bronze medal.
Ramdev walked onto the mat and, before the bout began, exhibited his firebrand yoga moves before proceeding to his friendly battle with Stadnik, 34, a former European champion.
Ramdev showed wrestling acumen as he pulled out the best of technical moves such as take-down, one-leg hold and pinning down.
Since it was a promotional bout, Stadnik responded by allowing Ramdev to have his way, as did the referees. After nearly two minutes, Standnik surrendered.
The bout took place during the second semi-final between Punjab Royals and Mumbai Maharathi. PWL is sponsored by Patanjali Ayurved Limited, owned by Ramdev.
Ramdev noted that people should do wrestling as it can help in stamina building.
He also felt that wrestling has the credentials to become world's most popular sport.
This was not the first time that Baba Ramdev has shown interest in friendly wrestling bouts. Last year, on the occasion of the 20th anniversary of their Ashram in Haridwar, Baba had challenged India's only individual two-time Olympic wrestling medallist and former world champion Sushil.
",False,00/00/0000,in.news.yahoo.com,,"
SPTE001",Baba Ramdev wrestling challenge,SPORTS,13,277,"SPTE001SRC001,SPTE001SRC002,SPTE001SRC003",Novel,69.23
SPTE001,SPTE001TGT010," Yoga guru Baba Ramdev on Wednesday showed his wrestling prowess as he defeated 2008 Beijing Olympic silver medalist Andrey Stadnik in a promotional bout of the 2017 Pro Wrestling League (PWL) in New Delhi. 
Ramdev, who performed 'Surya Namaskar' before starting his bout, defeated Stadnik 12-0.Sporting his saffron langot, the yoga guru chanted ""Bharat mata ki jai! Vande Matram!"" after winning the bout.Stadnik is well remembered by Indian wrestling enthusiasts as had defeated Indian wrestler Sushil Kumar, clinching a silver medal in the Men's freestyle 66kg event at the 2008 Summer Olympics in Beijing. Earlier on the occasion of 20th anniversary of his Ashram in Haridwar in 2016, Ramdev had challenged Sushil Kumar.",False,00/00/0000,www.newkerala.com,,"
SPTE001",Baba Ramdev wrestling challenge,SPORTS,5,126,"SPTE001SRC001,SPTE001SRC002,SPTE001SRC003",Novel,70.83
SPTE001,SPTE001TGT006,"Yoga guru Baba Ramdev fight against Olympic medalist Andrey Stadnik during friendly wrestling bout ahead of second semifinal match between Mumbai Maharathi and NCR Punjab Royals, in the Pro Wrestling League in New Delhi on Wednesday. 

Yoga guru Baba Ramdev displayed his wrestling skills as he went head-to-head with 2008 Olympic silver medalist Andriy Stadnik in a promotional bout of the Patanjali Powervita Pro Wrestling League (PWL) here on Wednesday. 
Sporting his typical saffron langot, Ramdev came out on top 12-0 over Stadnik, who is well remembered by Indian wrestling enthusiasts as he had defeated Indian star wrestler Sushil Kumar in the Beijing Olympics. As the Ukrainian reached the final, it gave Sushil an opportunity to play in repechage and win a bronze medal. Ramdev walked onto the mat and, before the bout began, exhibited his firebrand yoga moves before proceeding to his friendly battle with Stadnik, 34, a former European champion. Ramdev showed wrestling acumen as he pulled out the best of technical moves such as take-down, one-leg hold and pinning down. 
Since it was a promotional bout, Stadnik responded by allowing Ramdev to have his way, as did the referees. After nearly two minutes, Standnik surrendered. The bout took place during the second semi-final between Punjab Royals and Mumbai Maharathi. PWL is sponsored by Patanjali Ayurved Limited, owned by Ramdev. Ramdev noted that people should do wrestling as it can help in stamina building. He also felt that wrestling has the credentials to become world's most popular sport. This was not the first time that Baba Ramdev has shown interest in friendly wrestling bouts. Last year, on the occasion of the 20th anniversary of their Ashram in Haridwar, Baba had challenged India's only individual two-time Olympic wrestling medallist and former world champion Sushil. ",False,00/00/0000,www.saharasamay.com,,"
SPTE001",Baba Ramdev wrestling challenge,SPORTS,14,314,"SPTE001SRC001,SPTE001SRC002,SPTE001SRC003",Novel,69.64
SPTE001,SPTE001TGT017,"Showing his prowess in ‘Power Yoga’, Baba Ramdev took on Beijing Olympic silver medallist Andrey Stadnik in a friendly match. The wrestling bout was held to promote the 2017 Pro Wrestling League (PWL) in New Delhi. Paying a fitting tribute to his Yoga roots and wearing his signature saffron ‘langot’, Baba Ramdev started the pre-game warm-up with a ‘Surya Namaskara’, while his opponent was seen doing his standard warm-up routine. Both shook hands before jumping headlong in the ‘Dangal.’ Stadnik was defeated by the Yoga Guru with an impressive 12-0. Yoga Guru Baba Ramdev is multitalented. He is the man, who wears many hats, with many feathers to boot. He is successful businessman, Yoga instructor and passionate activist. Bollywood Ranveer Singh had challenged Baba Ramdev in a dance battle, where the hyperactive actor accepted defeat. Similarly, the Yoga Guru was seen with Shilpa Shetty on kids’ dance reality show, doing the ‘Yoga dance.’  He was also seen playing with a football at a charity match between Members of Parliament and Bollywood stars. ",False,00/00/0000,daily.bhaskar,,"
SPTE001",Baba Ramdev wrestling challenge,SPORTS,9,205,"SPTE001SRC001,SPTE001SRC002,SPTE001SRC003",Novel,83.33
SPTE001,SPTE001TGT015,"
Aamir Khan's critically-acclaimed film Dangal seems to have inspired yoga guru turned Ayurvedic entrepreneur, Baba Ramdev. 
Because on Wednesday, Baba Ramdev flexed some muscles, tightened his grip and defeated the 2008 Beijing Olympic silver medalist Andrey Stadnik in a promotional match for the 2017 Pro Wrestling League (PWL) in New Delhi. Baba Ramdev was sporting his trademark saffron langot and a pair of super cool running shoes. 
Before the bout commenced, the Baba performed the Surya Namaskar and then walked on his two hands. He defeated Stadnik 12-0. 
Describing Baba Ramdev's moves as ""technical"", the Hindustan Times reported that he used various moves such as the take-down, one-leg hold and pinning down. The match being promotional, Stadnik good-naturedly allowed Ramdev to have his way. After about two minutes, Stadnik surrendered. 
After winning the match, Ramdev celebrated by shouting, "" Bharat mata ki jai ! Vande Matram !"" 
In 2016, Ramdev had challenged Indian wrestler Sushil Kumar to a bout on the occasion of the 20th anniversary of the founding of his Ashram in Haridwar. 
",False,00/00/0000,www.huffingtonpost.i,,"
SPTE001",Baba Ramdev wrestling challenge,SPORTS,11,190,"SPTE001SRC001,SPTE001SRC002,SPTE001SRC003",Novel,84.09
SPTE001,SPTE001TGT013," Baba Ramdev stunned the audiences yet again! He wrestled with the Olympian wrestler Andrey Stadnik and beat him to a score of 12-0 during the semi-final match between Mumbai Maharathis and NCR Punjab Royals. The Patanjali Powervita Pro Wrestling League Season -2 is being held at the KD Jadhav indoor stadium in the capital witnessed a one of its kind bout today between the Yoga Guru and Olympic wrestler. Baba Ramdev before the beginning of the match showed some of his yoga asnaas and enthralled the spectators. Baba Ramdev on the occasion said that ‘Andrey is a class apart wrestler and I really enjoyed this wrestling session with him. I hope very soon wrestling as a sport will take over the world and will become much more recognized, with Pro wrestling league taking it to higher levels.’ He further added that he exercises stamina building activities daily and whenever he gets time also visits akhaara to study wrestling. The international wrestler Andrey was impressed and surprised with the energy of yoga guru and said, “I had my bout against a very strong opponent. His energy is amazing. I am also glad that he is supporting PWL. Its a great move made by him”. This is not the first time; Baba Ramdev has shown interest in an exhibition bout. Last year, on the occasion of 20 th anniversary of their Ashram in Haridwar, Baba had challenged double Olympic medalist Sushil Kumar. Also spotted in the NCR Punjab Royal’s stand was Bobby Deol who had once again come to support his father’s co-owned team for the semi-final match. He rooted loudly for the team and ensured their entry into the finals.",False,00/00/0000,www.indiannewsandtime,,"
SPTE001",Baba Ramdev wrestling challenge,SPORTS,14,297,"SPTE001SRC001,SPTE001SRC002,SPTE001SRC003",Novel,82.14
SPTE001,SPTE001TGT003,"Baba Ramdev has challenged 2008 Olympic silver medallist Andrey Stadnik for a friendly wrestling bout ahead of second semifinal match between Mumbai Maharathi and NCR Punjab Royals.
""I have fought bouts with national level wrestlers. But playing against an internationally renowned player will be more exciting. You will witness the real power of Yoga in this match,"" said Baba Ramdev.
Andrey had defeated Indian star wrestler Sushil Kumar in the Beijing Olympic. He had reached the finals, giving Sushil an opportunity to play in repechage and win a bronze medal.",False,00/00/0000,www.deccanchronicle.com,,"
SPTE001",Baba Ramdev wrestling challenge,SPORTS,6,94,"SPTE001SRC001,SPTE001SRC002,SPTE001SRC003",Non-Novel,0.00
SPTE001,SPTE001TGT008," Yoga guru Baba Ramdev on Wednesday showed his wrestling prowess as he defeated 2008 Beijing Olympic silver medalist Andrey Stadnik in a promotional bout of the 2017 Pro Wrestling League (PWL) in New Delhi. Ramdev, who performed Surya Namaskar before starting his bout, defeated Stadnik 12-0. Sporting More Yoga guru Baba Ramdev on Wednesday showed his wrestling prowess as he defeated 2008 Beijing Olympic silver medalist Andrey Stadnik in a promotional bout of the 2017 Pro Wrestling League (PWL) in New Delhi. Ramdev, who performed Surya Namaskar before starting his bout, defeated Stadnik 12-0. Sporting his saffron langot, the yoga guru chanted ""Bharat mata ki jai! Vande Matram!"" after winning the bout. Stadnik is well remembered by Indian wrestling enthusiasts as had defeated Indian wrestler Sushil Kumar, clinching a silver medal in the Mens freestyle 66kg event at the 2008 Summer Olympics in Beijing. Earlier on the occasion of 20th anniversary of his Ashram in Haridwar in 2016, Ramdev had challenged Sushil Kumar. ",False,00/00/0000,in.news.yahoo.com,,"
SPTE001",Baba Ramdev wrestling challenge,SPORTS,8,176,"SPTE001SRC001,SPTE001SRC002,SPTE001SRC003",Novel,77.78
